Filename: echmaAtra.001
Emin,Emax,Jo,IJ: 0.5000     1.0000E+0410000    1
L,Iono,Io,B1,BO:  4.60       34   80 0.393     3.185E-03
Idate,UT,time,delt: 86079      0.0  0.00     1.000E+05
Knum1-4,Ko:   5  20  90  20 135
Ne(Iono,Itop,Iono+Ip): 6.584E+04  21.2     6.584E+04
F107,F107A,MLAT,MLONG:  150.      150.      60.4      0.00    
Iono1: STL,GLAT,GLONG,SZA:  0.00      60.4      0.00      120.    
Iono2: STL,GLAT,GLONG,SZA:  0.00      60.4      0.00      120.    
AP vector:  17.0      3.00      3.00      5.00      5.00      4.50      8.00    
Photoelectrons allowed in Iono1,Iono2: No  No 
Primary electron beam(E,Mu): No primary beam     , No Mu function
 Plasmaspheric transparencies and I-P bnd fluxes
  KE(eV)      Trans       P1 +       P1 -       P2 +       P2 -
  5.2500000000E+02  1.0030264097E+00  1.1055644162E+05  1.1111130446E+05  1.1089103071E+05  1.1078178864E+05
  5.2600000000E+02  1.0031655761E+00  1.1075641588E+05  1.1132760422E+05  1.1110702374E+05  1.1098211171E+05
  5.2700000000E+02  1.0033124184E+00  1.1095842511E+05  1.1154687654E+05  1.1132596585E+05  1.1118446956E+05
  5.2800000000E+02  1.0034794696E+00  1.1116251372E+05  1.1177051153E+05  1.1154930031E+05  1.1138891235E+05
  5.2900000000E+02  1.0036179917E+00  1.1136819323E+05  1.1199260726E+05  1.1177112243E+05  1.1159494952E+05
  5.3000000000E+02  1.0038410667E+00  1.1157752784E+05  1.1222802695E+05  1.1200610456E+05  1.1180462507E+05
  5.3100000000E+02  1.0041436481E+00  1.1178947493E+05  1.1247492761E+05  1.1225269117E+05  1.1201693736E+05
  5.3200000000E+02  1.0043036106E+00  1.1200034525E+05  1.1270488827E+05  1.1248235112E+05  1.1222817443E+05
  5.3300000000E+02  1.0045641923E+00  1.1221450335E+05  1.1294950378E+05  1.1272667192E+05  1.1244270360E+05
  5.3400000000E+02  1.0047189973E+00  1.1242815121E+05  1.1318183679E+05  1.1295869935E+05  1.1265672000E+05
  5.3500000000E+02  1.0048685456E+00  1.1264363441E+05  1.1341549210E+05  1.1319204507E+05  1.1287257311E+05
  5.3600000000E+02  1.0050188491E+00  1.1286119091E+05  1.1365137981E+05  1.1342762419E+05  1.1309050168E+05
  5.3700000000E+02  1.0051853441E+00  1.1308115383E+05  1.1389158774E+05  1.1366751852E+05  1.1331083832E+05
  5.3800000000E+02  1.0053697754E+00  1.1330351883E+05  1.1413632046E+05  1.1391193327E+05  1.1353357892E+05
  5.3900000000E+02  1.0055582843E+00  1.1352805095E+05  1.1438377693E+05  1.1415907213E+05  1.1375848902E+05
  5.4000000000E+02  1.0057513035E+00  1.1375479963E+05  1.1463406225E+05  1.1440903801E+05  1.1398561764E+05
  5.4100000000E+02  1.0059508648E+00  1.1398380184E+05  1.1488745127E+05  1.1466210403E+05  1.1421500141E+05
  5.4200000000E+02  1.0061554604E+00  1.1421506556E+05  1.1514378417E+05  1.1491811187E+05  1.1444664847E+05
  5.4300000000E+02  1.0063665257E+00  1.1444872309E+05  1.1540336291E+05  1.1517736383E+05  1.1468069123E+05
  5.4400000000E+02  1.0065844130E+00  1.1468504886E+05  1.1566651002E+05  1.1544018258E+05  1.1491740492E+05
  5.4500000000E+02  1.0068059240E+00  1.1492417660E+05  1.1593300098E+05  1.1570634180E+05  1.1515692375E+05
  5.4600000000E+02  1.0070350647E+00  1.1516582836E+05  1.1620302239E+05  1.1597602742E+05  1.1539896829E+05
  5.4700000000E+02  1.0072707281E+00  1.1540973236E+05  1.1647617386E+05  1.1624884514E+05  1.1564326612E+05
  5.4800000000E+02  1.0075160124E+00  1.1565628779E+05  1.1675322781E+05  1.1652556189E+05  1.1589021670E+05
  5.4900000000E+02  1.0077664472E+00  1.1590574193E+05  1.1703392358E+05  1.1680591775E+05  1.1614006855E+05
  5.5000000000E+02  1.0080249582E+00  1.1615822123E+05  1.1731873405E+05  1.1709038610E+05  1.1639294834E+05
  5.5100000000E+02  1.0082930108E+00  1.1641374706E+05  1.1760785928E+05  1.1737916752E+05  1.1664887725E+05
  5.5200000000E+02  1.0085689156E+00  1.1667244625E+05  1.1790124123E+05  1.1767220260E+05  1.1690798224E+05
  5.5300000000E+02  1.0088518949E+00  1.1693443620E+05  1.1819891622E+05  1.1796952754E+05  1.1717038100E+05
  5.5400000000E+02  1.0091461744E+00  1.1719945425E+05  1.1850112261E+05  1.1827138090E+05  1.1743580967E+05
  5.5500000000E+02  1.0094496584E+00  1.1746704049E+05  1.1880715699E+05  1.1857706390E+05  1.1770380736E+05
  5.5600000000E+02  1.0097662221E+00  1.1773698316E+05  1.1911727524E+05  1.1888682869E+05  1.1797416049E+05
  5.5700000000E+02  1.0100949753E+00  1.1800952483E+05  1.1943162919E+05  1.1920082807E+05  1.1824711190E+05
  5.5800000000E+02  1.0104435207E+00  1.1828659118E+05  1.1975310975E+05  1.1952191965E+05  1.1852459130E+05
  5.5900000000E+02  1.0108066552E+00  1.1856781450E+05  1.2008069370E+05  1.1984913599E+05  1.1880623861E+05
  5.6000000000E+02  1.0111718927E+00  1.1884912801E+05  1.2040881749E+05  1.2017689772E+05  1.1908797006E+05
  5.6100000000E+02  1.0115568786E+00  1.1913051417E+05  1.2073956548E+05  1.2050729107E+05  1.1936976567E+05
  5.6200000000E+02  1.0119578736E+00  1.1941513411E+05  1.2107571627E+05  1.2084308519E+05  1.1965479504E+05
  5.6300000000E+02  1.0123708600E+00  1.1970370521E+05  1.2141753072E+05  1.2118454299E+05  1.1994377869E+05
  5.6400000000E+02  1.0127956268E+00  1.1999635363E+05  1.2176513026E+05  1.2153178218E+05  1.2023684189E+05
  5.6500000000E+02  1.0132313558E+00  1.2029346430E+05  1.2211882054E+05  1.2188510993E+05  1.2053436990E+05
  5.6600000000E+02  1.0136773087E+00  1.2059626456E+05  1.2247977639E+05  1.2224569689E+05  1.2083759259E+05
  5.6700000000E+02  1.0141262891E+00  1.2090508574E+05  1.2284747774E+05  1.2261302594E+05  1.2114684314E+05
  5.6800000000E+02  1.0145836831E+00  1.2121666754E+05  1.2321927539E+05  1.2298445301E+05  1.2145885176E+05
  5.6900000000E+02  1.0150493571E+00  1.2152985692E+05  1.2359399088E+05  1.2335880314E+05  1.2177246235E+05
  5.7000000000E+02  1.0155281668E+00  1.2184436334E+05  1.2397193185E+05  1.2373638294E+05  1.2208738197E+05
  5.7100000000E+02  1.0160238590E+00  1.2216553407E+05  1.2435901767E+05  1.2412309736E+05  1.2240896990E+05
  5.7200000000E+02  1.0164960334E+00  1.2251372853E+05  1.2477107743E+05  1.2453471910E+05  1.2275765639E+05
  5.7300000000E+02  1.0169469336E+00  1.2287470007E+05  1.2519387009E+05  1.2495704945E+05  1.2311915098E+05
  5.7400000000E+02  1.0173997336E+00  1.2322917658E+05  1.2561058456E+05  1.2537333142E+05  1.2347411581E+05
  5.7500000000E+02  1.0178634366E+00  1.2357841837E+05  1.2602361591E+05  1.2578595361E+05  1.2382381715E+05
  5.7600000000E+02  1.0183214470E+00  1.2393443232E+05  1.2644317499E+05  1.2620509046E+05  1.2418030048E+05
  5.7700000000E+02  1.0187656120E+00  1.2429603990E+05  1.2686703646E+05  1.2662853115E+05  1.2454239110E+05
  5.7800000000E+02  1.0191953657E+00  1.2465680926E+05  1.2728856385E+05  1.2704964230E+05  1.2490363953E+05
  5.7900000000E+02  1.0196205879E+00  1.2501549516E+05  1.2770770635E+05  1.2746837267E+05  1.2526279649E+05
  5.8000000000E+02  1.0200426850E+00  1.2537393207E+05  1.2812650912E+05  1.2788676230E+05  1.2562170376E+05
  5.8100000000E+02  1.0204585876E+00  1.2572515625E+05  1.2853745855E+05  1.2829731537E+05  1.2597338860E+05
  5.8200000000E+02  1.0209442162E+00  1.2603055285E+05  1.2891062739E+05  1.2867016399E+05  1.2627916488E+05
  5.8300000000E+02  1.0214972005E+00  1.2630238498E+05  1.2925822611E+05  1.2901753268E+05  1.2655131531E+05
  5.8400000000E+02  1.0221824321E+00  1.2653771771E+05  1.2958548072E+05  1.2934463204E+05  1.2678688353E+05
  5.8500000000E+02  1.0231086705E+00  1.2681001143E+05  1.2998152098E+05  1.2974042221E+05  1.2705944856E+05
  5.8600000000E+02  1.0236470810E+00  1.2737285728E+05  1.3062679070E+05  1.3038485355E+05  1.2762329583E+05
  5.8700000000E+02  1.0243506433E+00  1.2782118671E+05  1.3117618923E+05  1.3093371483E+05  1.2807232081E+05
  5.8800000000E+02  1.0253958061E+00  1.2811626292E+05  1.3161249783E+05  1.3136987869E+05  1.2836764547E+05
  5.8900000000E+02  1.0267578818E+00  1.2836633604E+05  1.3204379265E+05  1.3180114729E+05  1.2861782683E+05
  5.9000000000E+02  1.0282866378E+00  1.2869071071E+05  1.3257366839E+05  1.3233093823E+05  1.2894238982E+05
  5.9100000000E+02  1.0300626055E+00  1.2904488752E+05  1.3316711341E+05  1.3292431307E+05  1.2929675698E+05
  5.9200000000E+02  1.0322385945E+00  1.2939479979E+05  1.3380909695E+05  1.3356630627E+05  1.2964678158E+05
  5.9300000000E+02  1.0348208003E+00  1.2980120656E+05  1.3456375415E+05  1.3432098845E+05  1.3005330080E+05
  5.9400000000E+02  1.0378640993E+00  1.3028571613E+05  1.3546161582E+05  1.3521886742E+05  1.3053795120E+05
  5.9500000000E+02  1.0414504919E+00  1.3086470425E+05  1.3653185062E+05  1.3628911061E+05  1.3111711680E+05
  5.9600000000E+02  1.0456721102E+00  1.3155946524E+05  1.3781080950E+05  1.3756806364E+05  1.3181210342E+05
  5.9700000000E+02  1.0507200331E+00  1.3239560914E+05  1.3935349835E+05  1.3911071882E+05  1.3264852414E+05
  5.9800000000E+02  1.0571527463E+00  1.3349335901E+05  1.4136587896E+05  1.4112287109E+05  1.3374671435E+05
  5.9900000000E+02  1.0707932930E+00  1.3544721491E+05  1.4528040300E+05  1.4503596928E+05  1.3570176128E+05
  6.0000000000E+02  1.4185253278E+00  1.4276337476E+05  2.0276471420E+05  2.0251346298E+05  1.4302623321E+05
  6.0100000000E+02  1.4187668425E+00  1.4276357992E+05  2.0279944181E+05  2.0254823351E+05  1.4302641016E+05
  6.0200000000E+02  1.4190071930E+00  1.4276377813E+05  2.0283399528E+05  2.0258282806E+05  1.4302657936E+05
  6.0300000000E+02  1.4192632486E+00  1.4276400534E+05  2.0287083368E+05  2.0261970601E+05  1.4302677709E+05
  6.0400000000E+02  1.4195231908E+00  1.4276425460E+05  2.0290825655E+05  2.0265717022E+05  1.4302699648E+05
  6.0500000000E+02  1.4197979852E+00  1.4276452686E+05  2.0294783342E+05  2.0269678760E+05  1.4302723837E+05
  6.0600000000E+02  1.4200528742E+00  1.4276475385E+05  2.0298450321E+05  2.0273349904E+05  1.4302743440E+05
  6.0700000000E+02  1.4203270928E+00  1.4276505900E+05  2.0302404604E+05  2.0277308120E+05  1.4302770802E+05
  6.0800000000E+02  1.4206035115E+00  1.4276539584E+05  2.0306394533E+05  2.0281302265E+05  1.4302801337E+05
  6.0900000000E+02  1.4208963324E+00  1.4276573037E+05  2.0310618580E+05  2.0285530268E+05  1.4302831551E+05
  6.1000000000E+02  1.4211669725E+00  1.4276593431E+05  2.0314507238E+05  2.0289423064E+05  1.4302848566E+05
  6.1100000000E+02  1.4214583957E+00  1.4276622393E+05  2.0318704793E+05  2.0293624762E+05  1.4302874082E+05
  6.1200000000E+02  1.4217501057E+00  1.4276657497E+05  2.0322915208E+05  2.0297839305E+05  1.4302905710E+05
  6.1300000000E+02  1.4220469374E+00  1.4276700610E+05  2.0327211516E+05  2.0302138379E+05  1.4302945183E+05
  6.1400000000E+02  1.4225569510E+00  1.4276784928E+05  2.0334610371E+05  2.0309539638E+05  1.4303026021E+05
  6.1500000000E+02  1.4229406046E+00  1.4276823776E+05  2.0340137419E+05  2.0315072256E+05  1.4303061368E+05
  6.1600000000E+02  1.4232526559E+00  1.4276838622E+05  2.0344609569E+05  2.0319548487E+05  1.4303072650E+05
  6.1700000000E+02  1.4235580369E+00  1.4276847799E+05  2.0348978432E+05  2.0323921425E+05  1.4303078240E+05
  6.1800000000E+02  1.4238707985E+00  1.4276851029E+05  2.0353444196E+05  2.0328391274E+05  1.4303077840E+05
  6.1900000000E+02  1.4241454998E+00  1.4276844056E+05  2.0357352087E+05  2.0332303213E+05  1.4303067171E+05
  6.2000000000E+02  1.4244693047E+00  1.4276862304E+05  2.0361997056E+05  2.0336952119E+05  1.4303081816E+05
  6.2100000000E+02  1.4247900885E+00  1.4276899143E+05  2.0366625744E+05  2.0341584393E+05  1.4303115172E+05
  6.2200000000E+02  1.4251142094E+00  1.4276931817E+05  2.0371296202E+05  2.0346258400E+05  1.4303144484E+05
  6.2300000000E+02  1.4254514137E+00  1.4276937538E+05  2.0376115017E+05  2.0351080796E+05  1.4303146661E+05
  6.2400000000E+02  1.4257952816E+00  1.4276849852E+05  2.0380894609E+05  2.0355865156E+05  1.4303054104E+05
  6.2500000000E+02  1.4261334768E+00  1.4276882854E+05  2.0385765960E+05  2.0360740583E+05  1.4303082663E+05
  6.2600000000E+02  1.4264723074E+00  1.4276948074E+05  2.0390692589E+05  2.0365671062E+05  1.4303143919E+05
  6.2700000000E+02  1.4268238791E+00  1.4277011039E+05  2.0395798345E+05  2.0370780273E+05  1.4303202901E+05
  6.2800000000E+02  1.4271781575E+00  1.4277047449E+05  2.0400904499E+05  2.0375890272E+05  1.4303234856E+05
  6.2900000000E+02  1.4275335697E+00  1.4277107408E+05  2.0406060437E+05  2.0381050102E+05  1.4303290051E+05
  6.3000000000E+02  1.4279031908E+00  1.4277197619E+05  2.0411462544E+05  2.0386456035E+05  1.4303375322E+05
  6.3100000000E+02  1.4282934904E+00  1.4277296181E+05  2.0417171601E+05  2.0392169195E+05  1.4303468452E+05
  6.3200000000E+02  1.4286848811E+00  1.4277419090E+05  2.0422930784E+05  2.0397932794E+05  1.4303585297E+05
  6.3300000000E+02  1.4291329270E+00  1.4277588351E+05  2.0429564990E+05  2.0404571630E+05  1.4303747622E+05
  6.3400000000E+02  1.4295483942E+00  1.4277812366E+05  2.0435829038E+05  2.0410823741E+05  1.4303962060E+05
  6.3500000000E+02  1.4324652747E+00  1.4278619207E+05  2.0478645140E+05  2.0453626185E+05  1.4304761841E+05
  6.3600000000E+02  1.4328297835E+00  1.4278691456E+05  2.0483947197E+05  2.0458934388E+05  1.4304825272E+05
  6.3700000000E+02  1.4339569282E+00  1.4278728814E+05  2.0500078408E+05  2.0475082108E+05  1.4304849468E+05
  6.3800000000E+02  1.4332601091E+00  1.4277265638E+05  2.0488247748E+05  2.0463035305E+05  1.4303346063E+05
  6.3900000000E+02  1.4478512313E+00  1.4279665974E+05  2.0700156372E+05  2.0674831964E+05  1.4305743851E+05
  6.4000000000E+02  1.4483254146E+00  1.4279571338E+05  2.0706787258E+05  2.0681466079E+05  1.4305646129E+05
  6.4100000000E+02  1.4508851836E+00  1.4279707957E+05  2.0743492551E+05  2.0718216701E+05  1.4305780170E+05
  6.4200000000E+02  1.4512724377E+00  1.4279497855E+05  2.0748717501E+05  2.0723441662E+05  1.4305567176E+05
  6.4300000000E+02  1.4513715773E+00  1.4279266983E+05  2.0749793988E+05  2.0724522244E+05  1.4305333742E+05
  6.4400000000E+02  1.4513488060E+00  1.4279011461E+05  2.0749093020E+05  2.0723826235E+05  1.4305075563E+05
  6.4500000000E+02  1.4514637882E+00  1.4278781512E+05  2.0750398686E+05  2.0725134305E+05  1.4304843018E+05
  6.4600000000E+02  1.4516354292E+00  1.4278575566E+05  2.0752548457E+05  2.0727286170E+05  1.4304634613E+05
  6.4700000000E+02  1.4519384526E+00  1.4278440820E+05  2.0756678336E+05  2.0731417270E+05  1.4304497795E+05
  6.4800000000E+02  1.4526058168E+00  1.4278661243E+05  2.0766513181E+05  2.0741266377E+05  1.4304718514E+05
  6.4900000000E+02  1.4530780752E+00  1.4278887836E+05  2.0773543818E+05  2.0748338853E+05  1.4304949092E+05
  6.5000000000E+02  1.4511100234E+00  1.4278177825E+05  2.0744387284E+05  2.0719206958E+05  1.4304235142E+05
  6.5100000000E+02  1.4513847649E+00  1.4277900783E+05  2.0747909332E+05  2.0722727672E+05  1.4303954179E+05
  6.5200000000E+02  1.4517895396E+00  1.4277643149E+05  2.0753312876E+05  2.0728132974E+05  1.4303692651E+05
  6.5300000000E+02  1.4521967322E+00  1.4277377480E+05  2.0758739449E+05  2.0733560922E+05  1.4303423024E+05
  6.5400000000E+02  1.4525775527E+00  1.4277104412E+05  2.0763778407E+05  2.0738601387E+05  1.4303145980E+05
  6.5500000000E+02  1.4529677049E+00  1.4276830443E+05  2.0768948886E+05  2.0743773561E+05  1.4302868046E+05
  6.5600000000E+02  1.4533280301E+00  1.4276547578E+05  2.0773680467E+05  2.0748506767E+05  1.4302581156E+05
  6.5700000000E+02  1.4537653063E+00  1.4276271955E+05  2.0779521185E+05  2.0754348872E+05  1.4302301502E+05
  6.5800000000E+02  1.4541764141E+00  1.4275986475E+05  2.0784973683E+05  2.0759802820E+05  1.4302011967E+05
  6.5900000000E+02  1.4546127508E+00  1.4275701803E+05  2.0790787157E+05  2.0765617870E+05  1.4301723249E+05
  6.6000000000E+02  1.4550266425E+00  1.4275405564E+05  2.0796263122E+05  2.0771095427E+05  1.4301422901E+05
  6.6100000000E+02  1.4554594890E+00  1.4275106943E+05  2.0802006144E+05  2.0776839857E+05  1.4301120150E+05
  6.6200000000E+02  1.4558670271E+00  1.4274799835E+05  2.0807375139E+05  2.0782210398E+05  1.4300808887E+05
  6.6300000000E+02  1.4563044276E+00  1.4274491980E+05  2.0813169068E+05  2.0788005872E+05  1.4300496850E+05
  6.6400000000E+02  1.4567342377E+00  1.4274175435E+05  2.0818842003E+05  2.0793680071E+05  1.4300176067E+05
  6.6500000000E+02  1.4571642642E+00  1.4273856972E+05  2.0824514730E+05  2.0799354292E+05  1.4299853383E+05
  6.6600000000E+02  1.4575941090E+00  1.4273533375E+05  2.0830177079E+05  2.0805018162E+05  1.4299525541E+05
  6.6700000000E+02  1.4580285315E+00  1.4273204554E+05  2.0835896762E+05  2.0810739477E+05  1.4299192445E+05
  6.6800000000E+02  1.4584539510E+00  1.4272867292E+05  2.0841475615E+05  2.0816319694E+05  1.4298850853E+05
  6.6900000000E+02  1.4588862218E+00  1.4272529341E+05  2.0847150640E+05  2.0821996406E+05  1.4298508589E+05
  6.7000000000E+02  1.4593184787E+00  1.4272186078E+05  2.0852817419E+05  2.0827664876E+05  1.4298160983E+05
  6.7100000000E+02  1.4597628468E+00  1.4271836789E+05  2.0858648433E+05  2.0833497100E+05  1.4297807291E+05
  6.7200000000E+02  1.4601931329E+00  1.4271483271E+05  2.0864271457E+05  2.0839121869E+05  1.4297449378E+05
  6.7300000000E+02  1.4606413883E+00  1.4271124767E+05  2.0870143729E+05  2.0844995492E+05  1.4297086432E+05
  6.7400000000E+02  1.4610758302E+00  1.4270761866E+05  2.0875811616E+05  2.0850665241E+05  1.4296719112E+05
  6.7500000000E+02  1.4615219587E+00  1.4270392418E+05  2.0881636947E+05  2.0856491877E+05  1.4296345190E+05
  6.7600000000E+02  1.4619685827E+00  1.4270021748E+05  2.0887466947E+05  2.0862323470E+05  1.4295970063E+05
  6.7700000000E+02  1.4623988538E+00  1.4269640763E+05  2.0893048055E+05  2.0867906296E+05  1.4295584562E+05
  6.7800000000E+02  1.4628430017E+00  1.4269257911E+05  2.0898824421E+05  2.0873684075E+05  1.4295197176E+05
  6.7900000000E+02  1.4632924891E+00  1.4268871602E+05  2.0904671455E+05  2.0879532642E+05  1.4294806318E+05
  6.8000000000E+02  1.4637423199E+00  1.4268482877E+05  2.0910519284E+05  2.0885382227E+05  1.4294413050E+05
  6.8100000000E+02  1.4641892795E+00  1.4268084801E+05  2.0916312346E+05  2.0891176805E+05  1.4294010362E+05
  6.8200000000E+02  1.4646571239E+00  1.4267685803E+05  2.0922401824E+05  2.0897267653E+05  1.4293606732E+05
  6.8300000000E+02  1.4651095833E+00  1.4267279092E+05  2.0928259773E+05  2.0903127326E+05  1.4293195353E+05
  6.8400000000E+02  1.4655761676E+00  1.4266868384E+05  2.0934313290E+05  2.0909182290E+05  1.4292779926E+05
  6.8500000000E+02  1.4660255520E+00  1.4266448377E+05  2.0940107071E+05  2.0914977858E+05  1.4292355131E+05
  6.8600000000E+02  1.4664968737E+00  1.4266026157E+05  2.0946210324E+05  2.0921082760E+05  1.4291928053E+05
  6.8700000000E+02  1.4669640783E+00  1.4265597002E+05  2.0952244546E+05  2.0927118358E+05  1.4291494093E+05
  6.8800000000E+02  1.4674108476E+00  1.4265164480E+05  2.0957981563E+05  2.0932857100E+05  1.4291056836E+05
  6.8900000000E+02  1.4678802345E+00  1.4264730843E+05  2.0964039334E+05  2.0938916455E+05  1.4290618410E+05
  6.9000000000E+02  1.4683741333E+00  1.4264291415E+05  2.0970437943E+05  2.0945316544E+05  1.4290174095E+05
  6.9100000000E+02  1.4688458593E+00  1.4263840431E+05  2.0976502711E+05  2.0951382956E+05  1.4289718124E+05
  6.9200000000E+02  1.4693185070E+00  1.4263386903E+05  2.0982576208E+05  2.0957458350E+05  1.4289259571E+05
  6.9300000000E+02  1.4698082814E+00  1.4262924317E+05  2.0988880646E+05  2.0963764278E+05  1.4288791833E+05
  6.9400000000E+02  1.4702776644E+00  1.4262454695E+05  2.0994883078E+05  2.0969768577E+05  1.4288316983E+05
  6.9500000000E+02  1.4707747278E+00  1.4261984350E+05  2.1001278707E+05  2.0976166150E+05  1.4287841354E+05
  6.9600000000E+02  1.4712676365E+00  1.4261504681E+05  2.1007601012E+05  2.0982490285E+05  1.4287356286E+05
  6.9700000000E+02  1.4717630043E+00  1.4261018854E+05  2.1013948793E+05  2.0988839953E+05  1.4286864982E+05
  6.9800000000E+02  1.4722790027E+00  1.4260530147E+05  2.1020586213E+05  2.0995479102E+05  1.4286370733E+05
  6.9900000000E+02  1.4727769877E+00  1.4260035100E+05  2.1026956554E+05  2.1001851539E+05  1.4285870094E+05
  7.0000000000E+02  1.4732953488E+00  1.4259539842E+05  2.1033617068E+05  2.1008513725E+05  1.4285369230E+05
  7.0100000000E+02  1.4737902889E+00  1.4259118765E+05  2.1040054231E+05  2.1014950764E+05  1.4284944601E+05
  7.0200000000E+02  1.4743213362E+00  1.4258699989E+05  2.1047009233E+05  2.1021905620E+05  1.4284522198E+05
  7.0300000000E+02  1.4748459294E+00  1.4258270392E+05  2.1053855645E+05  2.1028752049E+05  1.4284088839E+05
  7.0400000000E+02  1.4753771523E+00  1.4257830152E+05  2.1060780561E+05  2.1035676848E+05  1.4283644676E+05
  7.0500000000E+02  1.4759144479E+00  1.4257383896E+05  2.1067782627E+05  2.1042678881E+05  1.4283194379E+05
  7.0600000000E+02  1.4764600003E+00  1.4256933883E+05  2.1074896095E+05  2.1049792606E+05  1.4282740228E+05
  7.0700000000E+02  1.4770118582E+00  1.4256472063E+05  2.1082081662E+05  2.1056978294E+05  1.4282274096E+05
  7.0800000000E+02  1.4775710490E+00  1.4256002497E+05  2.1089359707E+05  2.1064256563E+05  1.4281800075E+05
  7.0900000000E+02  1.4781372674E+00  1.4255523404E+05  2.1096723460E+05  2.1071620411E+05  1.4281316363E+05
  7.1000000000E+02  1.4787140144E+00  1.4255044687E+05  2.1104237068E+05  2.1079134355E+05  1.4280832941E+05
  7.1100000000E+02  1.4792966528E+00  1.4254556319E+05  2.1111819929E+05  2.1086717449E+05  1.4280339709E+05
  7.1200000000E+02  1.4798951119E+00  1.4254064918E+05  2.1119623035E+05  2.1094520996E+05  1.4279843342E+05
  7.1300000000E+02  1.4804995085E+00  1.4253559890E+05  2.1127490102E+05  2.1102388411E+05  1.4279333163E+05
  7.1400000000E+02  1.4811164402E+00  1.4253047854E+05  2.1135524819E+05  2.1110423500E+05  1.4278815833E+05
  7.1500000000E+02  1.4817440002E+00  1.4252528214E+05  2.1143699152E+05  2.1118598170E+05  1.4278290753E+05
  7.1600000000E+02  1.4823832988E+00  1.4252002574E+05  2.1152031165E+05  2.1126930590E+05  1.4277759534E+05
  7.1700000000E+02  1.4830366209E+00  1.4251468689E+05  2.1160550233E+05  2.1135449968E+05  1.4277219922E+05
  7.1800000000E+02  1.4837042119E+00  1.4250929631E+05  2.1169264230E+05  2.1144164318E+05  1.4276675011E+05
  7.1900000000E+02  1.4843866873E+00  1.4250382421E+05  2.1178177624E+05  2.1153077954E+05  1.4276121808E+05
  7.2000000000E+02  1.4850829294E+00  1.4249828368E+05  2.1187276343E+05  2.1162176855E+05  1.4275561640E+05
  7.2100000000E+02  1.4858012891E+00  1.4249269308E+05  2.1196682103E+05  2.1171582706E+05  1.4274996361E+05
  7.2200000000E+02  1.4865338622E+00  1.4248702620E+05  2.1206278370E+05  2.1181178938E+05  1.4274423352E+05
  7.2300000000E+02  1.4872913017E+00  1.4248138977E+05  2.1216232682E+05  2.1191133166E+05  1.4273853361E+05
  7.2400000000E+02  1.4880748410E+00  1.4247615918E+05  2.1226615863E+05  2.1201518792E+05  1.4273324290E+05
  7.2500000000E+02  1.4884452306E+00  1.4247035620E+05  2.1231019292E+05  2.1205932218E+05  1.4272737887E+05
  7.2600000000E+02  1.4886061105E+00  1.4246414327E+05  2.1232373049E+05  2.1207299420E+05  1.4272110291E+05
  7.2700000000E+02  1.4883505442E+00  1.4245744536E+05  2.1227727944E+05  2.1202661633E+05  1.4271433912E+05
  7.2800000000E+02  1.4881149659E+00  1.4245072189E+05  2.1223364051E+05  2.1198305114E+05  1.4270754772E+05
  7.2900000000E+02  1.4879164316E+00  1.4244397745E+05  2.1219525011E+05  2.1194473463E+05  1.4270073325E+05
  7.3000000000E+02  1.4877556557E+00  1.4243722402E+05  2.1216222620E+05  2.1191178562E+05  1.4269390775E+05
  7.3100000000E+02  1.4876427598E+00  1.4243046251E+05  2.1213601206E+05  2.1188564632E+05  1.4268707211E+05
  7.3200000000E+02  1.4875748147E+00  1.4242368720E+05  2.1211618057E+05  2.1186589010E+05  1.4268022060E+05
  7.3300000000E+02  1.4875335886E+00  1.4241688942E+05  2.1210012124E+05  2.1184990660E+05  1.4267334457E+05
  7.3400000000E+02  1.4875078922E+00  1.4241006563E+05  2.1208623410E+05  2.1183609654E+05  1.4266644051E+05
  7.3500000000E+02  1.4874955923E+00  1.4240322018E+05  2.1207422191E+05  2.1182416235E+05  1.4265951282E+05
  7.3600000000E+02  1.4874970625E+00  1.4239636903E+05  2.1206416104E+05  2.1181418064E+05  1.4265257755E+05
  7.3700000000E+02  1.4875123946E+00  1.4238952492E+05  2.1205608356E+05  2.1180618318E+05  1.4264564748E+05
  7.3800000000E+02  1.4875427324E+00  1.4238278063E+05  2.1205028802E+05  2.1180047055E+05  1.4263881595E+05
  7.3900000000E+02  1.4876036609E+00  1.4237638937E+05  2.1204935746E+05  2.1179963805E+05  1.4263233811E+05
  7.4000000000E+02  1.4876230003E+00  1.4237003315E+05  2.1204253953E+05  2.1179293587E+05  1.4262589446E+05
  7.4100000000E+02  1.4875555440E+00  1.4236346484E+05  2.1202303425E+05  2.1177356138E+05  1.4261923605E+05
  7.4200000000E+02  1.4874754486E+00  1.4235678987E+05  2.1200157383E+05  2.1175222988E+05  1.4261246831E+05
  7.4300000000E+02  1.4873955094E+00  1.4235002601E+05  2.1198000430E+05  2.1173078945E+05  1.4260560899E+05
  7.4400000000E+02  1.4873280860E+00  1.4234318580E+05  2.1196010249E+05  2.1171101809E+05  1.4259867061E+05
  7.4500000000E+02  1.4872685809E+00  1.4233626698E+05  2.1194120980E+05  2.1169225780E+05  1.4259165088E+05
  7.4600000000E+02  1.4872193203E+00  1.4232926396E+05  2.1192364971E+05  2.1167483120E+05  1.4258454415E+05
